Table
Variación ,de los elementos ,,
,sep-20 ,dic-20 ,
Concepto/Trimestre ,T-1 ,T ,Variación (%) 
Capital Básico 1/ ,"111,944 ","124,255 ",11% 
Activos Ajustados 2/ ,"1,640,636 ","1,680,826 ",2% 
Razón de Apalancamiento 3/ ,6.82% ,7.39% ,


