Table
,,,,Variación ,(pb) ,,,Variación (pb) 
,4T20 ,3T20 ,4T19 ,TaT ,AaA ,12M20 ,12M19 ,AaA 
Margen financiero neto ,74.97 ,72.90 ,74.30 ,207 ,67 ,72.38 ,75.54 ,(316) 
Comisiones y tarifas (Neto) ,21.70 ,21.25 ,19.21 ,45 ,249 ,20.76 ,20.52 ,24 
Resultado por intermediación ,3.33 ,5.85 ,6.49 ,(252) ,(316) ,6.86 ,3.94 ,292 
Ingresos Brutos de Operación* ,100.00 ,100.00 ,100.00 ,,,100.00 ,100.00 ,


