Table
Tarjeta de crédito ,795 ,74 ,869 ,16.7 
Créditos al consumo ,"1,018 ",54 ,"1,072 ",20.6 
Total ,"4,980 ",233 ,"5,213 ",100.0 
Acumulado 2020 ,,,,
Créditos comerciales ,"6,386 ",275 ,"6,661 ",31.0 
Créditos a la vivienda ,"1,066 ",87 ,"1,153 ",5.4 
Tarjeta de crédito ,"6,648 ",253 ,"6,901 ",32.1 
Créditos al consumo ,"6,670 ",126 ,"6,796 ",31.6 
Total ,"20,770 ",741 ,"21,511 ",100.0 
,,,,


Table
Emisión ,Fideicomiso ,Número de títulos ,Fecha de vencimiento ,Precio en pesos ,Monto 
B4-220707 ,422-9 ,"12,762,386 ",07-jul-22 ,128.82 ,"1,644 "
B4-270701 ,423-2 ,"15,292,752 ",01-jul-27 ,128.82 ,"1,970 "
B4-220804 ,431-2 ,"440,294 ",04-ago-22 ,117.95 ,52 
BC-220804 ,431-2 ,"71,442 ",04-ago-22 ,39.73 ,3 
,,,,,"3,669 "


Table
,Pesos ,Dólares 
Saldo promedio ,"420,383 ","61,687 "
Intereses ,"1,770 ",2 
Tasa ,1.65% ,0.01% 


Table
Valores gubernamentales- ,Monto 
CETES Especiales para programa de apoyo para deudores de créditos de vivienda ,"3,669 "
Total de títulos conservados a vencimiento (sin reserva) ,"3,669 "
Menos- ,
Reserva para CETES Especiales ,(166) 
"Total de títulos conservados a vencimiento, neto ","3,503 "


