Table
Valor en riesgo de títulos para negociar ,4T ,1T ,2T ,3T ,4T 
Millones de pesos ,2019 ,2020 ,2020 ,2020 ,2020 
VaR 1 día ,119 ,121 ,175 ,148 ,159 
VaR 10 días ,379 ,381 ,549 ,482 ,501 


Table
"Grupo Financiero BBVA Bancomer, S.A. de ",C.V. ,
Valor en riesgo de títulos para negociar Millones de pesos 4T 2020 ,VaR 1 Día 10 ,VaR Días 
Renta fija ,171 ,546 
Renta variable ,15 ,46 
Cambios ,37 ,123 
Vega ,31 ,98 
Total ,159 ,501 


