Table
Factor de Riesgo (Millones de pesos) ,2T21 ,Promedio 2T21 
Tasas ,62.8 ,82.7 
Sobretasas ,26.7 ,30.2 
FX ,0.0 ,0.0 
Renta Variable ,5.7 ,2.0 
Efecto Diversificación ,(14.9) ,(11.5) 
Pérdida Potencial Total de Casa de Bolsa ,80.3 ,103.4 


Table
Pérdida Potencial (Millones de pesos) ,Promedio 2T21 
Pérdida Potencial Total ,103.4 
Capital Neto ,"5,263 "
Pérdida Potencial/Capital Neto ,1.97% 


