Table
Millones de pesos ,,2T20 ,,,2T19 ,,,Variación AaA ,
,Saldo promedio ,Interés ,Tasa (%) ,Saldo promedio ,Interés ,Tasa (%) ,Saldo promedio (%) ,Interés (%) ,Tasa (pb) 
Disponibilidades ,"116,060 ",609 ,2.08 ,"93,966 ","1,019 ",4.06 ,23.5 ,(40.2) ,(198) 
Cuentas de margen ,"46,447 ",104 ,0.89 ,"26,051 ",266 ,4.41 ,78.3 ,(60.9) ,(352) 
Inversiones en valores ,"412,331 ","6,217 ",5.96 ,"242,803 ","4,675 ",7.07 ,69.8 ,33.0 ,(111) 
Cartera total ,"767,654 ","21,130 ",10.89 ,"689,423 ","22,365 ",12.77 ,11.3 ,(5.5) ,(188) 


