Table
HON UN Equity ,Honeywell International Inc ,SWK UN Equity ,Stanley Black & Decker Inc ,TTWO UW Equity ,Take-Two Interactive Software Inc 
MO UN Equity ,Altria Group Inc ,PSA UN Equity ,Public Storage ,RSG UN Equity ,Republic Services Inc 
HCA UN Equity ,HCA Healthcare Inc ,ANET UN Equity ,Arista Networks Inc ,EBAY UW Equity ,eBay Inc 
UAA UN Equity ,Under Armour Inc ,STI UN Equity ,SunTrust Banks Inc ,GS UN Equity ,Goldman Sachs Group Inc/The 
IP UN Equity ,International Paper Co ,SYY UN Equity ,Sysco Corp ,SRE UN Equity ,Sempra Energy 
HPE UN Equity ,Hewlett Packard Enterprise Co ,CTVA UN Equity ,Corteva Inc ,SBAC UW Equity ,SBA Communications Corp 
ABT UN Equity ,Abbott Laboratories ,TXN UW Equity ,Texas Instruments Inc ,MCO UN Equity ,Moody's Corp 
AFL UN Equity ,Aflac Inc ,TXT UN Equity ,Textron Inc ,BKNG UW Equity ,Booking Holdings Inc 
APD UN Equity ,Air Products & Chemicals Inc ,TMO UN Equity ,Thermo Fisher Scientific Inc ,FFIV UW Equity ,F5 Networks Inc 
RCL UN Equity ,Royal Caribbean Cruises Ltd American ,TIF UN Equity ,Tiffany & Co ,AKAM UW Equity ,Akamai Technologies Inc 
AEP UN Equity ,Electric Power Co Inc ,TJX UN Equity ,TJX Cos Inc/The ,MKTX UW Equity ,MarketAxess Holdings Inc 
HES UN Equity ,Hess Corp ,TMK UN Equity ,Torchmark Corp ,DVN UN Equity ,Devon Energy Corp 
APC UN Equity ,Anadarko Petroleum Corp ,TSS UN Equity ,Total System Services Inc ,GOOGL UW Equity ,Alphabet Inc 
AON UN Equity ,Aon PLC ,JCI UN Equity ,Johnson Controls International plc ,TFX UN Equity ,Teleflex Inc 
APA UN Equity ,Apache Corp ,ULTA UW Equity ,Ulta Beauty Inc ,RHT UN Equity ,Red Hat Inc 
ADM UN Equity ,Archer-Daniels- Midland Co ,UNP UN Equity ,Union Pacific Corp ,NFLX UW Equity ,Netflix Inc 
ADP UW Equity ,Automatic Data Processing Inc Verisk Analytics ,KEYS UN Equity ,Keysight Technologies Inc UnitedHealth ,ALLE UN Equity ,Allegion PLC Agilent 
VRSK UW Equity ,Inc ,UNH UN Equity ,Group Inc ,A UN Equity ,Technologies Inc 
AZO UN Equity ,AutoZone Inc ,UNM UN Equity ,Unum Group ,ANTM UN Equity ,Anthem Inc 
AVY UN Equity ,Avery Dennison Corp ,MRO UN Equity ,Marathon Oil Corp ,CME UW Equity ,CME Group Inc 
MSCI UN Equity ,MSCI Inc ,VAR UN Equity ,Varian Medical Systems Inc ,JNPR UN Equity ,Juniper Networks Inc 
BLL UN Equity ,Ball Corp ,VTR UN Equity ,Ventas Inc ,BLK UN Equity ,BlackRock Inc 
,Bank of New ,,,,
BK UN Equity ,York Mellon Corp/The ,VFC UN Equity ,VF Corp ,DTE UN Equity ,DTE Energy Co 
BAX UN Equity ,Baxter International Inc Becton ,VNO UN Equity ,Vornado Realty Trust ,NDAQ UW Equity ,Nasdaq Inc 
BDX UN Equity ,Dickinson and Co ,VMC UN Equity ,Vulcan Materials Co ,CE UN Equity ,Celanese Corp 
BRK/B UN Equity ,Berkshire Hathaway Inc ,WY UN Equity ,Weyerhaeuser Co ,PM UN Equity ,Philip Morris International Inc 
BBY UN Equity ,Best Buy Co Inc ,WHR UN Equity ,Whirlpool Corp ,CRM UN Equity ,salesforce.com Inc 
HRB UN Equity ,H&R Block Inc ,WMB UN Equity ,Williams Cos Inc/The ,HII UN Equity ,Huntington Ingalls Industries Inc 


