Table
Carteras ,# Contratos Apoyados ,Saldo Diferido ,Saldo Total 
Actividad Comercial ,"9,098 ","8,035 ","83,097 "
PyME ,"37,697 ","5,808 ","51,904 "
Hipotecas ,"120,079 ","3,292 ","104,158 "
Auto ,"121,706 ","1,889 ","18,190 "
Nómina ,"281,017 ","2,391 ","22,240 "
Personal ,"139,053 ","1,449 ","12,461 "
TDC ,"783,763 ","5,198 ","32,256 "
Total ,"1,492,413 ","28,063 ","324,306 "


Table
,3T 2020 ,
# Contratos Apoyados ,Saldo Diferido ,Saldo Total 
"14,134 ","12,321 ","76,866 "
"39,319 ","8,871 ","50,441 "
"122,531 ","4,107 ","103,932 "
"125,414 ","2,838 ","17,839 "
"287,404 ","3,592 ","21,489 "
"142,733 ","2,040 ","12,012 "
"830,454 ","6,592 ","31,170 "
"1,561,989 ","40,361 ","313,748 "


