Table
Resultados (millones de pesos) ,2T21 ,1T21 ,2T20 ,%TaT ,%AaA ,6M21 ,6M20 ,%AaA 
Margen financiero ,"15,770 ","15,585 ","15,931 ",1.2 ,(1.0) ,"31,355 ","32,827 ",(4.5) 
Comisiones y tarifas (neto) ,"4,873 ","4,902 ","4,598 ",(0.6) ,6.0 ,"9,775 ","9,295 ",5.2 
Margen básico ,"20,643 ","20,487 ","20,529 ",0.8 ,0.6 ,"41,130 ","42,122 ",(2.4) 
Estimación preventiva para riesgos crediticios ,"5,068 ","7,075 ","8,350 ",(28.4) ,(39.3) ,"12,143 ","13,515 ",(10.2) 
Gastos de administración ,"9,955 ","9,894 ","9,599 ",0.6 ,3.7 ,"19,849 ","19,384 ",2.4 
Utilidad neta ,"4,713 ","3,279 ","4,230 ",43.7 ,11.4 ,"7,992 ","9,644 ",(17.1) 
Utilidad por acción (UPA)¹ ,0.70 ,0.48 ,0.62 ,43.7 ,11.4 ,1.18 ,1.42 ,(17.1) 


Table
Información Operativa ,Jun-21 ,Mar-21 ,Jun-20 ,%TaT ,%AaA ,Jun-21 ,Jun-20 ,%AaA 
Sucursales ,"1,039 ","1,007 ","1,050 ",3.2 ,(1.0) ,"1,039 ","1,050 ",(1.0) 
Sucursales y oficinas² ,"1,352 ","1,352 ","1,406 ",0.0 ,(3.8) ,"1,352 ","1,406 ",(3.8) 
Cajeros automáticos ,"9,534 ","9,497 ","9,142 ",0.4 ,4.3 ,"9,534 ","9,142 ",4.3 
Clientes ,"19,257,998 ","19,068,219 ","18,641,282 ",1.0 ,3.3 ,"19,257,998 ","18,641,282 ",3.3 
Empleados ,"23,512 ","22,280 ","20,007 ",5.5 ,17.5 ,"23,512 ","20,007 ",17.5 


Table
10 ,4 ,4.47 ,4.93 ,(46) 
(26) ,(231) ,89.50 ,91.81 ,(231) 
359 ,(3) ,10.03 ,13.52 ,(349) 
35 ,7 ,0.92 ,1.15 ,(23) 
97 ,688 ,47.10 ,42.28 ,482 
(82) ,222 ,18.91 ,16.69 ,222 
(4) ,36 ,2.87 ,2.51 ,36 
(40) ,(39) ,2.75 ,3.14 ,(39) 
(173) ,- ,118.39 ,138.81 ,- 


Table
Indicadores (%) ,2T21 ,1T21 ,2T20 ,pb TaT ,pb AaA 
Margen de interés neto (MIN) ,4.52 ,4.42 ,4.48 ,,
Cartera neta a depósitos ,89.50 ,89.76 ,91.81 ,,
ROAE ,11.83 ,8.24 ,11.86 ,,
ROAA ,1.08 ,0.73 ,1.01 ,,
Eficiencia ,47.59 ,46.62 ,40.71 ,,
Índice de capitalización ,18.91 ,19.73 ,16.69 ,,
Índice de cartera vencida ,2.87 ,2.91 ,2.51 ,,


Table
%TaT ,%AaA ,Jun-21 ,Jun-20 ,%AaA 
(6.5) ,(15.3) ,"1,634,384 ","1,929,350 ",(15.3) 
(0.5) ,(5.4) ,"710,323 ","751,219 ",(5.4) 
(0.1) ,(2.9) ,"766,663 ","789,740 ",(2.9) 
0.2 ,9.1 ,"159,941 ","146,536 ",9.1 


