Table
,,,,Variación ,(pb) ,,,Variación (pb) 
,2T21 ,1T21 ,2T20 ,TaT ,AaA ,6M21 ,6M20 ,AaA 
Margen financiero neto ,73.49 ,71.21 ,66.90 ,228 ,659 ,72.34 ,70.92 ,142 
Comisiones y tarifas (Neto) ,22.71 ,22.40 ,19.31 ,31 ,340 ,22.55 ,20.08 ,247 
Resultado por intermediación ,3.80 ,6.39 ,13.79 ,(259) ,(999) ,5.11 ,9.00 ,(389) 
Ingresos Brutos de Operación* ,100.00 ,100.00 ,100.00 ,,,100.00 ,100.00 ,


