Table
SPO207LDC007 ,0.0000 ,1.0000 ,0.000000 0.0000 ,"6,450.4698 ","(6,450.4698) "
FXI107R DC031 ,0.0000 ,1.0000 ,0.000000 0.0000 ,"(23,142.7557) ","23,142.7557 "
KOC107R DC005 ,0.0000 ,1.0000 ,0.000000 0.0000 ,(0.0745) ,0.0745 


