Table
Variación ,de los elementos ,,
,jun-20 ,sep-20 ,
Concepto/Trimestre ,T-1 ,T ,Variación (%) 
Capital Básico 1/ ,"108,451 ","111,944 ",3 
Activos Ajustados 2/ ,"1,661,985 ","1,640,636 ",(1) 
Razón de Apalancamiento 3/ ,6.53% ,6.82% ,


