Table
,,,,Variación ,(pb) ,,,Variación (pb) 
,3T20 ,2T20 ,3T19 ,TaT ,AaA ,9M20 ,9M19 ,AaA 
Margen financiero neto ,72.90 ,66.90 ,74.49 ,600 ,(159) ,71.56 ,75.96 ,(440) 
Comisiones y tarifas (Neto) ,21.25 ,19.31 ,20.57 ,194 ,68 ,20.46 ,20.98 ,(52) 
Resultado por intermediación ,5.85 ,13.79 ,4.94 ,(794) ,91 ,7.98 ,3.06 ,492 
Ingresos Brutos de Operación* ,100.00 ,100.00 ,100.00 ,,,100.00 ,100.00 ,


