Table
Factor de Riesgo (Millones de pesos) ,2T20 ,Promedio 2T20 
Tasas Domésticas ,18.4 ,13.0 
Tasas Extranjeras ,6.3 ,5.9 
FX ,(0.7) ,1.1 
Renta Variable ,25.4 ,50.8 
Pérdida Potencial Total del Banco ,49.4 ,70.7 


Table
Factor de Riesgo (Millones de pesos) ,2T20 ,Promedio 2T20 
Tasas ,40.0 ,33.2 
FX ,14.2 ,11.6 
Renta Variable ,38.0 ,60.7 
Efecto Diversificación ,(43.7) ,(34.8) 
Pérdida Potencial Total del Banco ,49.4 ,70.7 


Table
Pérdida Potencial (Millones de pesos) ,Promedio 2T20 
Pérdida Potencial Total ,70.7 
Capital Neto ,"175,452 "
Pérdida Potencial/Capital Neto ,0.04% 


Table
Factor de Riesgo ,2T20 
Tasas ,44% 
FX ,15% 
Renta Variable ,41% 


