Table
Factor de Riesgo (Millones de pesos) ,2T20 ,Promedio 2T20 
Tasas ,35.3 ,35.9 
FX ,0.0 ,0.1 
Renta Variable ,1.7 ,1.9 
Efecto Diversificación ,(1.7) ,(1.9) 
Pérdida Potencial Total de Casa de Bolsa ,35.3 ,36.0 


Table
Pérdida Potencial (Millones de pesos) ,Promedio 2T20 
Pérdida Potencial Total ,36.0 
Capital Neto(1 ,"3,996 "
Pérdida Potencial/Capital Neto ,0.90% 


