Table
Cuentas de riesgo propias ,"5,277,727 "
Activos: y Pasivos Contingentes ,758 
Compromisos Crediticios ,"644,124 "
Bienes en fideicomiso O mandato ,"439,485 "
Mandatos ,211 
Fideicomisos ,"439,274 "
Bienes en custodia O en administración ,"196,164 "
Colaterales recibidos por la entidad ,"124,208 "
Colaterales recibidos y vendidos O entregados en gtía. por la entidad ,"105,378 "
Intereses devengados no cobrados derivados de cartera de crédito vda. ,"7,935 "
Otras cuentas de registro ,"3,759,675 "
,
Totales por cuenta propia ,"5,277,727 "
Acciones entregadas en custodia (unidades) ,"15,854,682,820 "


Table
Clientes cuentas corrientes ,(169) 
Bancos de clientes ,54 
Liquidación de operaciones de clientes ,(223) 
Premios de clientes ,0 
Valores de clientes ,"1,472,664 "
Valores y documentos recibidos en garantía ,0 
Valores de clientes recibidos en custodia ,"1,472,664 "
Operaciones por cuenta de clientes ,62 
Operaciones de reporto de clientes ,31 
Colaterales recibidos en garantía por cuenta de clientes ,31 
Operaciones de préstamos de valores de clientes ,0 
Operaciones de banca de inversión por cuenta de terceros (neto) ,"1,495,033 "
Totales por cuenta de terceros ,"2,967,590 "
Capital social histórico ,"1,020 "


